"Tabela 7427 - Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano, por classes simples de percentual das pessoas em ordem crescente de rendimento domiciliar per capita",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P60 até o P70,5173.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P70 até o P80,6933.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P80 até o P90,9048.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P90,27618.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P90 até o P95,7271.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P95 até o P99,11231.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,2,Nordeste,Maior que o P99,9116.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Até o P5,558.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P5 até o P10,1508.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Até o P10,2067.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P10 até o P20,4534.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P20 até o P30,6177.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P30 até o P40,8051.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P40 até o P50,10085.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P50 até o P60,12114.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P60 até o P70,14924.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P70 até o P80,19190.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P80 até o P90,28181.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P90,75337.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P90 até o P95,22490.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P95 até o P99,33300.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,3,Sudeste,Maior que o P99,19547.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Até o P5,277.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P5 até o P10,640.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Até o P10,916.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P10 até o P20,1878.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P20 até o P30,2558.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P30 até o P40,3250.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P40 até o P50,3916.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P50 até o P60,4691.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P60 até o P70,5681.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P70 até o P80,7034.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P80 até o P90,9795.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P90,22831.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P90 até o P95,7207.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P95 até o P99,9768.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,4,Sul,Maior que o P99,5856.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Até o P5,118.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P5 até o P10,284.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Até o P10,403.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P10 até o P20,825.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P20 até o P30,1102.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P30 até o P40,1423.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P40 até o P50,1737.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P50 até o P60,2126.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P60 até o P70,2577.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P70 até o P80,3363.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P80 até o P90,4985.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P90,13378.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P90 até o P95,4035.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P95 até o P99,5855.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,GR,5,Centro-Oeste,Maior que o P99,3487.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Até o P5,8.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P5 até o P10,24.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Até o P10,32.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P10 até o P20,71.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P20 até o P30,100.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P30 até o P40,114.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P40 até o P50,145.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P50 até o P60,184.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P60 até o P70,221.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P70 até o P80,269.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P80 até o P90,354.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P90,768.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P90 até o P95,252.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P95 até o P99,318.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,11,Rondônia,Maior que o P99,198.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Até o P5,2.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P5 até o P10,5.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Até o P10,7.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P10 até o P20,16.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P20 até o P30,26.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P30 até o P40,35.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P40 até o P50,45.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P50 até o P60,61.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P60 até o P70,80.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P70 até o P80,106.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P80 até o P90,153.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P90,370.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P90 até o P95,116.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P95 até o P99,162.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,12,Acre,Maior que o P99,92.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Até o P5,8.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P5 até o P10,25.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Até o P10,33.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P10 até o P20,82.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P20 até o P30,122.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P30 até o P40,158.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P40 até o P50,205.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P50 até o P60,254.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P60 até o P70,320.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P70 até o P80,442.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P80 até o P90,666.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P90,2141.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P90 até o P95,550.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P95 até o P99,832.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,13,Amazonas,Maior que o P99,758.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Até o P5,2.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P5 até o P10,5.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Até o P10,7.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P10 até o P20,17.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P20 até o P30,22.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P30 até o P40,28.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P40 até o P50,34.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P50 até o P60,42.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P60 até o P70,57.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P70 até o P80,72.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P80 até o P90,106.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P90,270.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P90 até o P95,85.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P95 até o P99,118.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,14,Roraima,Maior que o P99,67.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Até o P5,27.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P5 até o P10,63.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Até o P10,89.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P10 até o P20,203.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P20 até o P30,294.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P30 até o P40,372.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P40 até o P50,467.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P50 até o P60,584.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P60 até o P70,747.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P70 até o P80,930.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P80 até o P90,1263.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P90,3223.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P90 até o P95,946.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P95 até o P99,1328.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,15,Pará,Maior que o P99,950.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Até o P5,2.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P5 até o P10,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Até o P10,8.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P10 até o P20,20.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P20 até o P30,28.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P30 até o P40,34.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P40 até o P50,44.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P50 até o P60,54.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P60 até o P70,71.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P70 até o P80,93.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P80 até o P90,163.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P90,474.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P90 até o P95,128.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P95 até o P99,190.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,16,Amapá,Maior que o P99,156.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Até o P5,6.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P5 até o P10,17.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Até o P10,23.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P10 até o P20,54.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P20 até o P30,70.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P30 até o P40,92.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P40 até o P50,111.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P50 até o P60,138.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P60 até o P70,174.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P70 até o P80,214.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P80 até o P90,298.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P90,747.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P90 até o P95,225.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P95 até o P99,301.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,17,Tocantins,Maior que o P99,221.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Até o P5,12.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P5 até o P10,32.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Até o P10,44.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P10 até o P20,110.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P20 até o P30,184.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P30 até o P40,254.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P40 até o P50,320.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P50 até o P60,416.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P60 até o P70,507.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P70 até o P80,664.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P80 até o P90,924.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P90,2285.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P90 até o P95,662.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P95 até o P99,918.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,21,Maranhão,Maior que o P99,705.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Até o P5,10.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P5 até o P10,19.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Até o P10,29.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P10 até o P20,64.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P20 até o P30,107.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P30 até o P40,141.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P40 até o P50,186.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P50 até o P60,236.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P60 até o P70,299.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P70 até o P80,391.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P80 até o P90,547.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P90,1359.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P90 até o P95,415.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P95 até o P99,570.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,22,Piauí,Maior que o P99,374.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Até o P5,26.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P5 até o P10,61.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Até o P10,87.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P10 até o P20,212.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P20 até o P30,327.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P30 até o P40,440.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P40 até o P50,532.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P50 até o P60,689.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P60 até o P70,853.0,Milhões de Reais
"Massa de rendimento mensal real domiciliar per capita, a preços médios do último ano",2017,UF,23,Ceará,Maior que o P70 até o P80,1119.0,Milhões de Reais
