"Tabela 7141 - Taxa ajustada de frequência escolar líquida, por sexo e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Homens,11 a 14 anos nos anos finais do ensino fundamental,88.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Homens,15 a 17 anos no ensino médio,71.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Homens,18 a 24 no ensino superior,19.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Mulheres,6 a 14 anos no ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Mulheres,15 a 17 anos no ensino médio,77.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Mulheres,18 a 24 no ensino superior,24.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Total,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Total,11 a 14 anos nos anos finais do ensino fundamental,82.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Total,15 a 17 anos no ensino médio,62.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Total,18 a 24 no ensino superior,23.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Homens,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Homens,11 a 14 anos nos anos finais do ensino fundamental,78.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Homens,15 a 17 anos no ensino médio,56.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Homens,18 a 24 no ensino superior,21.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Mulheres,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,87.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Mulheres,15 a 17 anos no ensino médio,68.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Mulheres,18 a 24 no ensino superior,24.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Total,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Total,11 a 14 anos nos anos finais do ensino fundamental,84.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Total,15 a 17 anos no ensino médio,55.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Total,18 a 24 no ensino superior,21.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Homens,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Homens,11 a 14 anos nos anos finais do ensino fundamental,82.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Homens,15 a 17 anos no ensino médio,52.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Homens,18 a 24 no ensino superior,19.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Mulheres,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,87.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Mulheres,15 a 17 anos no ensino médio,59.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Mulheres,18 a 24 no ensino superior,23.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Total,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Total,11 a 14 anos nos anos finais do ensino fundamental,85.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Total,15 a 17 anos no ensino médio,69.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Total,18 a 24 no ensino superior,19.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Homens,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Homens,11 a 14 anos nos anos finais do ensino fundamental,82.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Homens,15 a 17 anos no ensino médio,63.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Homens,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Mulheres,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,87.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Mulheres,15 a 17 anos no ensino médio,76.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Mulheres,18 a 24 no ensino superior,21.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Total,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Total,11 a 14 anos nos anos finais do ensino fundamental,83.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Total,15 a 17 anos no ensino médio,58.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Total,18 a 24 no ensino superior,16.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Homens,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Homens,11 a 14 anos nos anos finais do ensino fundamental,82.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Homens,15 a 17 anos no ensino médio,51.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Homens,18 a 24 no ensino superior,16.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Mulheres,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,86.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Mulheres,15 a 17 anos no ensino médio,65.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Mulheres,18 a 24 no ensino superior,16.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Total,6 a 14 anos no ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Total,11 a 14 anos nos anos finais do ensino fundamental,80.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Total,15 a 17 anos no ensino médio,47.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Total,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Homens,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Homens,11 a 14 anos nos anos finais do ensino fundamental,78.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Homens,15 a 17 anos no ensino médio,42.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Homens,18 a 24 no ensino superior,14.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Mulheres,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,82.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Mulheres,15 a 17 anos no ensino médio,53.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Mulheres,18 a 24 no ensino superior,20.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Total,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Total,11 a 14 anos nos anos finais do ensino fundamental,81.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Total,15 a 17 anos no ensino médio,57.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Total,18 a 24 no ensino superior,16.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Homens,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Homens,11 a 14 anos nos anos finais do ensino fundamental,77.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Homens,15 a 17 anos no ensino médio,48.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Homens,18 a 24 no ensino superior,11.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Mulheres,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,85.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Mulheres,15 a 17 anos no ensino médio,65.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Mulheres,18 a 24 no ensino superior,19.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Total,6 a 14 anos no ensino fundamental,98.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Total,6 a 10 anos nos anos iniciais do ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Total,11 a 14 anos nos anos finais do ensino fundamental,93.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Total,15 a 17 anos no ensino médio,78.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Total,18 a 24 no ensino superior,23.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Homens,6 a 14 anos no ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Homens,11 a 14 anos nos anos finais do ensino fundamental,93.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Homens,15 a 17 anos no ensino médio,71.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Homens,18 a 24 no ensino superior,19.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Mulheres,6 a 14 anos no ensino fundamental,98.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,98.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Mulheres,15 a 17 anos no ensino médio,85.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Mulheres,18 a 24 no ensino superior,28.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Total,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Total,11 a 14 anos nos anos finais do ensino fundamental,86.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Total,15 a 17 anos no ensino médio,65.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Total,18 a 24 no ensino superior,23.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Homens,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Homens,11 a 14 anos nos anos finais do ensino fundamental,85.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Homens,15 a 17 anos no ensino médio,58.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Homens,18 a 24 no ensino superior,18.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Mulheres,6 a 14 anos no ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,93.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,88.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Mulheres,15 a 17 anos no ensino médio,72.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Mulheres,18 a 24 no ensino superior,27.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Total,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Total,6 a 10 anos nos anos iniciais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Total,11 a 14 anos nos anos finais do ensino fundamental,85.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Total,15 a 17 anos no ensino médio,71.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Total,18 a 24 no ensino superior,27.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Homens,6 a 14 anos no ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,92.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Homens,11 a 14 anos nos anos finais do ensino fundamental,82.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Homens,15 a 17 anos no ensino médio,67.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Homens,18 a 24 no ensino superior,23.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Mulheres,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,87.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Mulheres,15 a 17 anos no ensino médio,75.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Mulheres,18 a 24 no ensino superior,31.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Total,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Total,11 a 14 anos nos anos finais do ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Total,15 a 17 anos no ensino médio,83.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Total,18 a 24 no ensino superior,29.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Homens,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Homens,11 a 14 anos nos anos finais do ensino fundamental,92.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Homens,15 a 17 anos no ensino médio,83.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Homens,18 a 24 no ensino superior,25.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Mulheres,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Mulheres,15 a 17 anos no ensino médio,84.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Mulheres,18 a 24 no ensino superior,32.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Total,6 a 14 anos no ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Total,6 a 10 anos nos anos iniciais do ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Total,11 a 14 anos nos anos finais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Total,15 a 17 anos no ensino médio,76.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Total,18 a 24 no ensino superior,30.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Homens,6 a 14 anos no ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Homens,11 a 14 anos nos anos finais do ensino fundamental,88.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Homens,15 a 17 anos no ensino médio,70.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Homens,18 a 24 no ensino superior,24.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Mulheres,6 a 14 anos no ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,92.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Mulheres,15 a 17 anos no ensino médio,81.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Mulheres,18 a 24 no ensino superior,35.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Total,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Total,6 a 10 anos nos anos iniciais do ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Total,11 a 14 anos nos anos finais do ensino fundamental,92.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Total,15 a 17 anos no ensino médio,75.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Total,18 a 24 no ensino superior,32.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Homens,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Homens,11 a 14 anos nos anos finais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Homens,15 a 17 anos no ensino médio,70.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Homens,18 a 24 no ensino superior,27.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Mulheres,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,94.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Mulheres,15 a 17 anos no ensino médio,79.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,42,Santa Catarina,Mulheres,18 a 24 no ensino superior,38.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Total,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Total,11 a 14 anos nos anos finais do ensino fundamental,87.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Total,15 a 17 anos no ensino médio,67.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Total,18 a 24 no ensino superior,27.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Homens,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Homens,11 a 14 anos nos anos finais do ensino fundamental,86.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Homens,15 a 17 anos no ensino médio,62.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Homens,18 a 24 no ensino superior,21.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Mulheres,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,88.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Mulheres,15 a 17 anos no ensino médio,72.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,43,Rio Grande do Sul,Mulheres,18 a 24 no ensino superior,32.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Total,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Total,6 a 10 anos nos anos iniciais do ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Total,11 a 14 anos nos anos finais do ensino fundamental,84.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Total,15 a 17 anos no ensino médio,66.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Total,18 a 24 no ensino superior,23.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Homens,6 a 14 anos no ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Homens,11 a 14 anos nos anos finais do ensino fundamental,80.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Homens,15 a 17 anos no ensino médio,58.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Homens,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Mulheres,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,88.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Mulheres,15 a 17 anos no ensino médio,74.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,50,Mato Grosso do Sul,Mulheres,18 a 24 no ensino superior,29.7,%
