"Tabela 7142 - Taxa ajustada de frequência escolar líquida, por cor ou raça e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2019,GR,4,Sul,Preta ou parda,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2019,GR,4,Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2019,GR,4,Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2019,GR,4,Sul,Preta ou parda,15 a 17 anos no ensino médio,62.3,%
Taxa ajustada de frequência escolar líquida,2019,GR,4,Sul,Preta ou parda,18 a 24 no ensino superior,18.3,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Branca,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Branca,15 a 17 anos no ensino médio,78.5,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Branca,18 a 24 no ensino superior,40.9,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Preta ou parda,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Preta ou parda,15 a 17 anos no ensino médio,72.1,%
Taxa ajustada de frequência escolar líquida,2019,GR,5,Centro-Oeste,Preta ou parda,18 a 24 no ensino superior,25.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Branca,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Branca,15 a 17 anos no ensino médio,68.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Branca,18 a 24 no ensino superior,27.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Preta ou parda,6 a 14 anos no ensino fundamental,98.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Preta ou parda,15 a 17 anos no ensino médio,65.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,11,Rondônia,Preta ou parda,18 a 24 no ensino superior,24.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Branca,6 a 14 anos no ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Branca,15 a 17 anos no ensino médio,72.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Branca,18 a 24 no ensino superior,36.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Preta ou parda,6 a 14 anos no ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,86.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Preta ou parda,15 a 17 anos no ensino médio,65.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,12,Acre,Preta ou parda,18 a 24 no ensino superior,20.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Branca,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Branca,15 a 17 anos no ensino médio,75.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Branca,18 a 24 no ensino superior,34.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Preta ou parda,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,80.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Preta ou parda,15 a 17 anos no ensino médio,64.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,13,Amazonas,Preta ou parda,18 a 24 no ensino superior,18.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Branca,6 a 14 anos no ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,89.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Branca,15 a 17 anos no ensino médio,75.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Branca,18 a 24 no ensino superior,36.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Preta ou parda,6 a 14 anos no ensino fundamental,93.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,89.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Preta ou parda,15 a 17 anos no ensino médio,69.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,14,Roraima,Preta ou parda,18 a 24 no ensino superior,24.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Branca,6 a 14 anos no ensino fundamental,93.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Branca,11 a 14 anos nos anos finais do ensino fundamental,83.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Branca,15 a 17 anos no ensino médio,69.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Branca,18 a 24 no ensino superior,25.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Preta ou parda,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,75.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Preta ou parda,15 a 17 anos no ensino médio,54.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,15,Pará,Preta ou parda,18 a 24 no ensino superior,15.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Branca,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Branca,11 a 14 anos nos anos finais do ensino fundamental,82.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Branca,15 a 17 anos no ensino médio,78.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Branca,18 a 24 no ensino superior,44.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Preta ou parda,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Preta ou parda,15 a 17 anos no ensino médio,66.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,16,Amapá,Preta ou parda,18 a 24 no ensino superior,31.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Branca,15 a 17 anos no ensino médio,77.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Branca,18 a 24 no ensino superior,30.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Preta ou parda,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Preta ou parda,15 a 17 anos no ensino médio,68.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,17,Tocantins,Preta ou parda,18 a 24 no ensino superior,19.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Branca,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Branca,11 a 14 anos nos anos finais do ensino fundamental,82.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Branca,15 a 17 anos no ensino médio,74.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Branca,18 a 24 no ensino superior,25.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Preta ou parda,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Preta ou parda,15 a 17 anos no ensino médio,65.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,21,Maranhão,Preta ou parda,18 a 24 no ensino superior,13.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Branca,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Branca,11 a 14 anos nos anos finais do ensino fundamental,79.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Branca,15 a 17 anos no ensino médio,75.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Branca,18 a 24 no ensino superior,36.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Preta ou parda,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Preta ou parda,15 a 17 anos no ensino médio,61.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,22,Piauí,Preta ou parda,18 a 24 no ensino superior,22.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Branca,6 a 14 anos no ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Branca,15 a 17 anos no ensino médio,78.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Branca,18 a 24 no ensino superior,30.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Preta ou parda,6 a 14 anos no ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Preta ou parda,15 a 17 anos no ensino médio,72.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,23,Ceará,Preta ou parda,18 a 24 no ensino superior,19.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Branca,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Branca,15 a 17 anos no ensino médio,66.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Branca,18 a 24 no ensino superior,30.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Preta ou parda,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,80.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Preta ou parda,15 a 17 anos no ensino médio,60.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,24,Rio Grande do Norte,Preta ou parda,18 a 24 no ensino superior,18.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Branca,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Branca,15 a 17 anos no ensino médio,63.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Branca,18 a 24 no ensino superior,29.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Preta ou parda,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Preta ou parda,15 a 17 anos no ensino médio,52.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,25,Paraíba,Preta ou parda,18 a 24 no ensino superior,17.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Branca,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Branca,11 a 14 anos nos anos finais do ensino fundamental,88.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Branca,15 a 17 anos no ensino médio,77.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Branca,18 a 24 no ensino superior,29.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Preta ou parda,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,84.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Preta ou parda,15 a 17 anos no ensino médio,66.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,26,Pernambuco,Preta ou parda,18 a 24 no ensino superior,15.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Branca,6 a 14 anos no ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Branca,11 a 14 anos nos anos finais do ensino fundamental,81.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Branca,15 a 17 anos no ensino médio,63.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Branca,18 a 24 no ensino superior,25.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Preta ou parda,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,84.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Preta ou parda,15 a 17 anos no ensino médio,56.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,27,Alagoas,Preta ou parda,18 a 24 no ensino superior,13.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Branca,11 a 14 anos nos anos finais do ensino fundamental,81.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Branca,15 a 17 anos no ensino médio,53.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Branca,18 a 24 no ensino superior,21.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Preta ou parda,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,80.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Preta ou parda,15 a 17 anos no ensino médio,46.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,28,Sergipe,Preta ou parda,18 a 24 no ensino superior,16.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Branca,6 a 14 anos no ensino fundamental,98.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,98.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Branca,15 a 17 anos no ensino médio,68.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Branca,18 a 24 no ensino superior,23.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Preta ou parda,6 a 14 anos no ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,80.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Preta ou parda,15 a 17 anos no ensino médio,55.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,29,Bahia,Preta ou parda,18 a 24 no ensino superior,14.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Branca,6 a 14 anos no ensino fundamental,98.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,98.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Branca,11 a 14 anos nos anos finais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Branca,15 a 17 anos no ensino médio,83.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Branca,18 a 24 no ensino superior,34.0,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Preta ou parda,6 a 14 anos no ensino fundamental,98.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,92.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Preta ou parda,15 a 17 anos no ensino médio,75.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,31,Minas Gerais,Preta ou parda,18 a 24 no ensino superior,18.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Branca,6 a 14 anos no ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Branca,15 a 17 anos no ensino médio,71.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Branca,18 a 24 no ensino superior,35.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Preta ou parda,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Preta ou parda,15 a 17 anos no ensino médio,63.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,32,Espírito Santo,Preta ou parda,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Branca,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.2,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Branca,15 a 17 anos no ensino médio,75.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Branca,18 a 24 no ensino superior,39.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Preta ou parda,6 a 14 anos no ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Preta ou parda,15 a 17 anos no ensino médio,68.9,%
Taxa ajustada de frequência escolar líquida,2019,UF,33,Rio de Janeiro,Preta ou parda,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Branca,15 a 17 anos no ensino médio,87.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Branca,18 a 24 no ensino superior,37.3,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Preta ou parda,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Preta ou parda,15 a 17 anos no ensino médio,79.7,%
Taxa ajustada de frequência escolar líquida,2019,UF,35,São Paulo,Preta ou parda,18 a 24 no ensino superior,19.4,%
Taxa ajustada de frequência escolar líquida,2019,UF,41,Paraná,Branca,6 a 14 anos no ensino fundamental,97.9,%
