"Tabela 7128 - Pessoas de 14 anos ou mais de idade, por sexo e nível de instrução",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Pessoas de 14 anos ou mais de idade,UF,25,Paraíba,2024,Mulheres,Superior completo,253.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Total,3484.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Sem instrução,351.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Ensino fundamental incompleto ou equivalente,1297.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Ensino fundamental completo ou equivalente,310.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Ensino médio incompleto ou equivalente,275.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Ensino médio completo ou equivalente,862.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Ensino superior incompleto ou equivalente,125.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Homens,Superior completo,264.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Total,3876.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Sem instrução,373.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Ensino fundamental incompleto ou equivalente,1229.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Ensino fundamental completo ou equivalente,315.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Ensino médio incompleto ou equivalente,288.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Ensino médio completo ou equivalente,1066.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Ensino superior incompleto ou equivalente,161.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2016,Mulheres,Superior completo,445.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Total,3519.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Sem instrução,354.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Ensino fundamental incompleto ou equivalente,1278.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Ensino fundamental completo ou equivalente,301.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Ensino médio incompleto ou equivalente,285.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Ensino médio completo ou equivalente,917.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Ensino superior incompleto ou equivalente,120.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Homens,Superior completo,264.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Total,3920.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Sem instrução,361.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Ensino fundamental incompleto ou equivalente,1243.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Ensino fundamental completo ou equivalente,302.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Ensino médio incompleto ou equivalente,309.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Ensino médio completo ou equivalente,1120.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Ensino superior incompleto ou equivalente,149.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2017,Mulheres,Superior completo,436.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Total,3542.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Sem instrução,293.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Ensino fundamental incompleto ou equivalente,1257.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Ensino fundamental completo ou equivalente,274.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Ensino médio incompleto ou equivalente,267.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Ensino médio completo ou equivalente,968.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Ensino superior incompleto ou equivalente,159.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Homens,Superior completo,325.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Total,3964.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Sem instrução,317.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Ensino fundamental incompleto ou equivalente,1190.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Ensino fundamental completo ou equivalente,302.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Ensino médio incompleto ou equivalente,307.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Ensino médio completo ou equivalente,1154.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Ensino superior incompleto ou equivalente,191.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2018,Mulheres,Superior completo,503.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Total,3560.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Sem instrução,294.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Ensino fundamental incompleto ou equivalente,1212.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Ensino fundamental completo ou equivalente,301.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Ensino médio incompleto ou equivalente,279.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Ensino médio completo ou equivalente,984.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Ensino superior incompleto ou equivalente,159.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Homens,Superior completo,331.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Total,3984.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Sem instrução,308.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Ensino fundamental incompleto ou equivalente,1161.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Ensino fundamental completo ou equivalente,315.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Ensino médio incompleto ou equivalente,305.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Ensino médio completo ou equivalente,1183.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Ensino superior incompleto ou equivalente,188.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2019,Mulheres,Superior completo,524.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Total,3600.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Sem instrução,330.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Ensino fundamental incompleto ou equivalente,1152.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Ensino fundamental completo ou equivalente,293.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Ensino médio incompleto ou equivalente,276.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Ensino médio completo ou equivalente,1091.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Ensino superior incompleto ou equivalente,140.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Homens,Superior completo,318.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Total,4088.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Sem instrução,347.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Ensino fundamental incompleto ou equivalente,1116.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Ensino fundamental completo ou equivalente,317.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Ensino médio incompleto ou equivalente,309.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Ensino médio completo ou equivalente,1322.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Ensino superior incompleto ou equivalente,167.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2022,Mulheres,Superior completo,511.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Total,3706.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Sem instrução,300.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Ensino fundamental incompleto ou equivalente,1156.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Ensino fundamental completo ou equivalente,305.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Ensino médio incompleto ou equivalente,302.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Ensino médio completo ou equivalente,1101.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Ensino superior incompleto ou equivalente,152.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Homens,Superior completo,390.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Total,4118.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Sem instrução,305.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Ensino fundamental incompleto ou equivalente,1093.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Ensino fundamental completo ou equivalente,298.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Ensino médio incompleto ou equivalente,308.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Ensino médio completo ou equivalente,1384.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Ensino superior incompleto ou equivalente,180.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2023,Mulheres,Superior completo,550.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Total,3665.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Sem instrução,276.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Ensino fundamental incompleto ou equivalente,1161.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Ensino fundamental completo ou equivalente,294.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Ensino médio incompleto ou equivalente,292.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Ensino médio completo ou equivalente,1123.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Ensino superior incompleto ou equivalente,144.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Homens,Superior completo,374.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Total,4175.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Sem instrução,282.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Ensino fundamental incompleto ou equivalente,1119.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Ensino fundamental completo ou equivalente,314.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Ensino médio incompleto ou equivalente,318.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Ensino médio completo ou equivalente,1347.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Ensino superior incompleto ou equivalente,205.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,26,Pernambuco,2024,Mulheres,Superior completo,590.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Total,1199.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Sem instrução,170.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Ensino fundamental incompleto ou equivalente,496.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Ensino fundamental completo ou equivalente,105.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Ensino médio incompleto ou equivalente,95.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Ensino médio completo ou equivalente,232.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Ensino superior incompleto ou equivalente,39.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Homens,Superior completo,62.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Total,1318.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Sem instrução,180.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Ensino fundamental incompleto ou equivalente,471.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Ensino fundamental completo ou equivalente,120.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Ensino médio incompleto ou equivalente,103.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Ensino médio completo ou equivalente,284.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Ensino superior incompleto ou equivalente,60.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2016,Mulheres,Superior completo,100.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Total,1213.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Sem instrução,170.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Ensino fundamental incompleto ou equivalente,495.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Ensino fundamental completo ou equivalente,103.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Ensino médio incompleto ou equivalente,100.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Ensino médio completo ou equivalente,244.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Ensino superior incompleto ou equivalente,37.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Homens,Superior completo,65.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Total,1349.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Sem instrução,169.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Ensino fundamental incompleto ou equivalente,485.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Ensino fundamental completo ou equivalente,110.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Ensino médio incompleto ou equivalente,106.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Ensino médio completo ou equivalente,325.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Ensino superior incompleto ou equivalente,52.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2017,Mulheres,Superior completo,101.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Total,1235.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Sem instrução,157.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Ensino fundamental incompleto ou equivalente,495.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Ensino fundamental completo ou equivalente,97.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Ensino médio incompleto ou equivalente,100.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Ensino médio completo ou equivalente,266.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Ensino superior incompleto ou equivalente,44.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Homens,Superior completo,76.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Total,1360.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Sem instrução,162.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Ensino fundamental incompleto ou equivalente,467.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Ensino fundamental completo ou equivalente,113.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Ensino médio incompleto ou equivalente,112.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Ensino médio completo ou equivalente,324.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Ensino superior incompleto ou equivalente,53.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2018,Mulheres,Superior completo,129.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Total,1241.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Sem instrução,149.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Ensino fundamental incompleto ou equivalente,479.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Ensino fundamental completo ou equivalente,115.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Ensino médio incompleto ou equivalente,94.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Ensino médio completo ou equivalente,263.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Ensino superior incompleto ou equivalente,40.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Homens,Superior completo,100.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Total,1359.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Sem instrução,159.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Ensino fundamental incompleto ou equivalente,456.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Ensino fundamental completo ou equivalente,112.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Ensino médio incompleto ou equivalente,116.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Ensino médio completo ou equivalente,325.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Ensino superior incompleto ou equivalente,46.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2019,Mulheres,Superior completo,145.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Total,1239.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Sem instrução,126.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Ensino fundamental incompleto ou equivalente,441.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Ensino fundamental completo ou equivalente,105.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Ensino médio incompleto ou equivalente,116.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Ensino médio completo ou equivalente,296.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Ensino superior incompleto ou equivalente,54.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Homens,Superior completo,101.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Total,1388.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Sem instrução,131.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Ensino fundamental incompleto ou equivalente,423.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Ensino fundamental completo ou equivalente,117.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Ensino médio incompleto ou equivalente,113.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Ensino médio completo ou equivalente,376.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Ensino superior incompleto ou equivalente,59.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2022,Mulheres,Superior completo,169.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Total,1243.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Sem instrução,128.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Ensino fundamental incompleto ou equivalente,417.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Ensino fundamental completo ou equivalente,104.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Ensino médio incompleto ou equivalente,115.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Ensino médio completo ou equivalente,324.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Ensino superior incompleto ou equivalente,55.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Homens,Superior completo,101.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Total,1387.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Sem instrução,132.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Ensino fundamental incompleto ou equivalente,393.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Ensino fundamental completo ou equivalente,119.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Ensino médio incompleto ou equivalente,121.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Ensino médio completo ou equivalente,381.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Ensino superior incompleto ou equivalente,67.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2023,Mulheres,Superior completo,174.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Total,1250.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Sem instrução,131.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Ensino fundamental incompleto ou equivalente,401.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Ensino fundamental completo ou equivalente,93.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Ensino médio incompleto ou equivalente,118.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Ensino médio completo ou equivalente,345.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Ensino superior incompleto ou equivalente,55.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Homens,Superior completo,107.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Mulheres,Total,1419.0,Mil pessoas
Pessoas de 14 anos ou mais de idade,UF,27,Alagoas,2024,Mulheres,Sem instrução,143.0,Mil pessoas
